,Unnamed: 0,Unnamed: 0.1,zipcode,maxNaics_est,totalEstab,maxNaics_emp,totalEmp,year,total_tran,pop,edut,households,income,gini,ratio_65,ratio_22_50,bus_ratio,bus_ratio_total,public_ratio,car_ratio,bicy_ratio,walked_ratio,total_college,college_ratio,college_ratio_pop,diff_MaxtotalEstab,diff_MaxtotalEmp
262,262,20575,92010,54,97,54,1480,2013,10548.0,24238.0,16212.0,602.0,8749.0,1.6855,0.3720604010231867,0.130332535687763,0.21604938271604932,0.003318164580963216,0.015358361774744029,0.921217292377702,0.002085703450891164,0.005214258627227911,4101.0,0.25296076980014803,0.16919712847594687,-12.0,0.0
263,263,25883,92010,54,109,54,1480,2014,10797.0,24732.0,16608.0,592.0,8888.0,1.6859,0.3769205887109817,0.13023613132783438,0.20496894409937888,0.0030564045568213394,0.014911549504491988,0.909697138093915,0.005649717514124294,0.0043530610354728175,4678.0,0.2816714836223507,0.1891476629467896,-1.0,-90.0
264,264,31191,92010,54,110,54,1570,2015,10936.0,25173.0,16897.0,592.0,8989.0,1.6612,0.3829102609939221,0.13574067453223693,0.33984375,0.007955376737381127,0.023408924652523776,0.8897220190197512,0.005760790051207023,0.0027432333577176297,4610.0,0.2728294963603006,0.18313272156675808,-7.0,-260.0
265,265,36499,92010,54,117,54,1830,2016,11117.0,24967.0,17012.0,580.0,9101.0,1.7193,0.372812111987824,0.1393439339928706,0.3702127659574468,0.007825852298281909,0.021138796437887918,0.8653413690743905,0.006206710443464963,0.015111990644958172,4790.0,0.2815659534446273,0.19185324628509634,-20.0,60.0
266,266,41807,92010,54,137,54,1770,2017,11261.0,24886.0,16887.0,580.0,9025.0,1.6793,0.3682391706180181,0.13461383910632485,0.35585585585585583,0.007015362756415949,0.01971405736613089,0.8592487345706421,0.007725779238078323,0.015451558476156646,4477.0,0.2651151773553621,0.17990034557582574,0.0,0.0
267,267,4652,92011,54,134,31,1680,2010,11191.0,24980.0,17358.0,710.0,10201.0,1.832,0.3650520416333066,0.14743795036028826,0.13725490196078433,0.0025020105441872936,0.018228933964793137,0.8345098740058976,0.0008042176749173442,0.01099097489053704,5716.0,0.32930061066943195,0.2288230584467574,-12.0,0.0
268,268,9960,92011,54,146,31,1680,2011,11202.0,25022.0,17175.0,699.0,9844.0,1.7977999999999998,0.3567660458796259,0.15730157461433938,0.11020408163265306,0.00241028387787895,0.0218710944474201,0.8269059096589895,0.0,0.012587038028923407,5555.0,0.3234352256186317,0.22200463592039005,-6.0,-410.0
269,269,15268,92011,54,152,42,2090,2012,11472.0,25438.0,17792.0,702.0,10019.0,1.8383,0.35325104174856514,0.1487931441151034,0.10697674418604652,0.002004881450488145,0.01874128312412832,0.8379532775453278,0.0,0.006450488145048815,5564.0,0.3127248201438849,0.21872788741253246,-10.0,-550.0
270,270,20576,92011,54,162,42,2640,2013,11750.0,26083.0,18419.0,710.0,10232.0,1.8927,0.3420618793850401,0.15435341026722385,0.12075471698113208,0.0027234042553191487,0.0225531914893617,0.84,0.0028085106382978718,0.01872340425531915,5933.0,0.32211303545252185,0.2274661657017981,-2.0,450.0
271,271,25884,92011,54,164,54,2190,2014,12109.0,26626.0,18624.0,692.0,10201.0,1.8417,0.3474799068579584,0.15101780214827612,0.116991643454039,0.0034684945082170287,0.029647369724997936,0.8419357502683954,0.004542076141712776,0.021223883062185152,6341.0,0.34047465635738833,0.2381506797866747,-13.0,-210.0
272,272,31192,92011,54,177,54,2400,2015,12394.0,27176.0,19051.0,685.0,10353.0,1.8438,0.3384236090668237,0.15819105092728875,0.04472843450479233,0.0011295788284653866,0.025254155236404712,0.8404066483782475,0.0038728416975956094,0.01863805066967888,6494.0,0.3408744947771771,0.2389608478068884,0.0,-70.0
273,273,36500,92011,54,177,54,2470,2016,12600.0,27678.0,19492.0,683.0,10488.0,1.8168,0.34456969434207674,0.16327046751932944,0.09657320872274144,0.0024603174603174604,0.025476190476190475,0.8331746031746031,0.0038095238095238095,0.017857142857142856,6740.0,0.3457828852862713,0.2435147048197124,-18.0,360.0
274,274,41808,92011,54,195,54,2110,2017,12815.0,27952.0,19377.0,675.0,10565.0,1.7665,0.3421937607326846,0.16345878649112766,0.08125,0.0020288724151385088,0.02497073741708935,0.8194303550526727,0.004291845493562232,0.01997658993367148,7177.0,0.37038757289570107,0.2567615912993704,0.0,0.0
275,275,4653,92014,54,178,72,2390,2010,23161.0,46288.0,34574.0,1396.0,20055.0,4.670999999999999,0.3840304182509506,0.15675769097822329,0.3508196721311476,0.004619835067570485,0.013168688744009326,0.8292819826432365,0.007858037217736712,0.019386036872328486,13409.0,0.3878347891479145,0.2896863117870723,-6.0,-270.0
276,276,9961,92014,54,184,72,2660,2011,23062.0,47755.0,34803.0,1402.0,19957.0,4.6773,0.3781174746099885,0.15585802533766094,0.5462427745664741,0.008195299627092187,0.015003035296158184,0.8353568641054548,0.009929754574624923,0.022417830196860642,13130.0,0.3772663276154353,0.2749450319338289,22.0,300.0
277,277,15269,92014,54,162,72,2360,2012,22997.0,48064.0,35258.0,1421.0,20046.0,4.7834,0.3655542609853529,0.16738099201065246,0.5407407407407407,0.009522981258425012,0.017610992738183243,0.8301082749923903,0.008174979345131974,0.016089055094142716,13142.0,0.3727381019910375,0.2734270972037284,6.0,-480.0
278,278,20577,92014,54,156,72,2840,2013,23531.0,49368.0,36044.0,1417.0,20533.0,4.8606,0.3578228812186031,0.17055582563603955,0.5346062052505967,0.009519357443372572,0.017806298074879944,0.8003059793463941,0.01007182015213973,0.02554077599762016,13723.0,0.3807291088669404,0.27797358612866635,-18.0,-120.0
279,279,25885,92014,54,174,72,2960,2014,24366.0,51143.0,36922.0,1425.0,20678.0,4.885199999999998,0.35056605987134115,0.1723598537434253,0.6337209302325582,0.008946893211852582,0.014118033325125175,0.7965607814167283,0.015020930805220387,0.024788639908068615,13517.0,0.3660960944694221,0.264298144418591,-2.0,-100.0
280,280,31193,92014,54,176,72,3060,2015,24981.0,52096.0,37539.0,1466.0,21116.0,4.7565,0.3444410319410319,0.1744279791154791,0.6437659033078881,0.010127697049757816,0.01573195628677795,0.7806332812937833,0.01236940074456587,0.02309755414114727,13823.0,0.3682303737446389,0.26533707002457,5.0,-10.0
281,281,36501,92014,54,171,72,3070,2016,25132.0,51622.0,37871.0,1436.0,21523.0,4.825100000000001,0.3553136259734222,0.183080856998954,0.5427631578947368,0.00656533503103613,0.012096132420818079,0.7760623905777495,0.010027057138309724,0.02057138309724654,13681.0,0.3612526735496818,0.2650226647553369,-14.0,240.0
282,282,41809,92014,54,185,72,2830,2017,25779.0,53110.0,38901.0,1412.0,21625.0,4.7555000000000005,0.3657691583505931,0.1804556580681604,0.5289855072463768,0.005663524574265875,0.010706388921214942,0.7840490321579581,0.011637379262190157,0.02474882656425773,14191.0,0.36479782010745226,0.26720015063076635,0.0,0.0
283,283,4654,92019,23,100,71,1690,2010,38029.0,86040.0,56568.0,1995.0,28697.0,6.4750000000000005,0.3821013482101348,0.1054277080427708,0.8992628992628993,0.009624234137105891,0.01070235872623524,0.9034684056903942,0.0009992374240711038,0.01730258486944174,9373.0,0.16569438551831425,0.10893770339377032,-5.0,0.0
284,284,9962,92019,23,105,71,1690,2011,38657.0,88955.0,59066.0,2031.0,28859.0,6.4416,0.3739306390871789,0.118621775054803,0.8616071428571429,0.009985254934423262,0.011589104172594874,0.9034327547404092,0.0013969009493752748,0.019246190858059342,9674.0,0.16378288694003318,0.1087516159856107,-3.0,-70.0
285,285,15270,92019,23,108,71,1760,2012,38435.0,89326.0,60088.0,2111.0,29174.0,6.5470000000000015,0.3658733179589369,0.1264357521886125,0.91196388261851,0.01051125276440744,0.01152595290750618,0.9003252244048393,0.0017171848575517107,0.01873292571874593,9776.0,0.16269471441885236,0.10944181985088328,4.0,-10.0
286,286,20578,92019,23,104,71,1770,2013,38191.0,92230.0,61427.0,2127.0,29385.0,6.648199999999999,0.3621164480104088,0.1303372004770682,0.8,0.010578408525568852,0.013223010656961064,0.9024901154722316,0.0009164462831557172,0.018355109842633083,10214.0,0.16627867224510395,0.11074487693808956,-7.0,70.0
287,287,25886,92019,23,111,71,1700,2014,37840.0,94939.0,63091.0,2197.0,29568.0,6.5665999999999976,0.35257375788664297,0.13622431245325947,0.8519083969465648,0.01474630021141649,0.01730972515856237,0.8979915433403806,0.0005813953488372093,0.019661733615221992,10941.0,0.17341617663375125,0.11524241881629255,1.0,10.0
288,288,31194,92019,23,110,71,1690,2015,38529.0,95147.0,64024.0,2239.0,29770.0,6.4998,0.34815601122473644,0.14463934753591812,0.8434903047091413,0.015806275792260373,0.01873913156323808,0.8985958628565496,0.0010900879856731293,0.014404734096394926,11009.0,0.17195114332125452,0.11570517199701515,-6.0,10.0
289,289,36502,92019,23,116,71,1680,2016,39142.0,94967.0,64426.0,2213.0,29819.0,6.627999999999999,0.3501637410890099,0.14687207135110092,0.8787128712871287,0.01813908333759133,0.02064278779827296,0.8885340554902662,0.0008175361504266517,0.01898216749271882,11633.0,0.1805637475553348,0.12249518253709185,2.0,210.0
290,290,41810,92019,23,114,72,1470,2017,40154.0,94943.0,64929.0,2175.0,29667.0,6.6004000000000005,0.35361216730038025,0.15284960449954182,0.8727705112960761,0.018279623449718584,0.02094436419783832,0.8877322309109926,0.0006724112168152612,0.013946306719131343,12302.0,0.1894684963575598,0.12957248033030344,0.0,0.0
291,291,4655,92020,44,304,44,6120,2010,40082.0,92961.0,59878.0,2191.0,32569.0,7.511000000000001,0.3990705779843161,0.11887780897365564,0.7577482605945604,0.029888728107379883,0.03944413951399632,0.8692680005987725,0.0023950900653660003,0.02427523576667831,7531.0,0.12577240388790542,0.08101246759393724,5.0,200.0
292,292,9963,92020,44,299,44,5920,2011,39003.0,92085.0,58628.0,2233.0,31982.0,7.5444999999999975,0.3915078460118369,0.12412445023619482,0.7647440051847051,0.030254083019254925,0.03956105940568674,0.8668051175550598,0.002256236699741045,0.02586980488680357,8183.0,0.13957494712424098,0.08886354998099581,64.0,950.0
293,293,15271,92020,23,235,23,4970,2012,38981.0,93364.0,58910.0,2298.0,32079.0,7.630899999999999,0.3849770789597704,0.12298102052182855,0.7961359093937375,0.030655960596187887,0.0385059387906929,0.8634719478720402,0.0027962340627485185,0.02567917703496576,8472.0,0.1438125954846376,0.0907416134698599,7.0,-50.0
294,294,20579,92020,23,228,23,5020,2013,38837.0,94601.0,59761.0,2316.0,32102.0,7.593799999999999,0.3817295800255811,0.12441728945782815,0.7480106100795756,0.02904446790431805,0.03882895177279398,0.8671370085228004,0.002265880474804954,0.02070190797435436,8299.0,0.1388698314954569,0.08772634538746947,-4.0,-310.0
295,295,25887,92020,23,232,23,5330,2014,39095.0,96197.0,61373.0,2345.0,32387.0,7.7109999999999985,0.38247554497541497,0.1286110793475888,0.7366495976591075,0.02575776953574626,0.03496610819797928,0.8771965724517201,0.002123033636014836,0.01903056656861491,9125.0,0.14868101608199044,0.09485742798631974,10.0,-250.0
296,296,31195,92020,23,222,23,5580,2015,40617.0,97834.0,63452.0,2398.0,32808.0,7.703800000000001,0.3892818447574463,0.12914733119365454,0.6610608020698577,0.025161878031366176,0.03806288007484551,0.8742890907747988,0.0016495556047960215,0.019843907723367055,9662.0,0.1522725840005043,0.09875912259541672,-19.0,-460.0
297,297,36503,92020,23,241,23,6040,2016,41197.0,97437.0,63994.0,2323.0,32870.0,7.7961,0.3848024877613227,0.1307614150681979,0.656441717791411,0.023375488506444643,0.035609389033182025,0.8833895672014953,0.0025730028885598464,0.016287593756826955,9807.0,0.153248742069569,0.10064965054342806,6.0,720.0
298,298,41811,92020,23,235,23,5320,2017,42209.0,98879.0,65168.0,2312.0,32700.0,7.793599999999999,0.3801312715541217,0.12972420837589374,0.673828125,0.024520836788362668,0.03639034329171504,0.885877419507688,0.002677154161434765,0.013598995474898718,9997.0,0.15340351092560767,0.10110336876384267,0.0,0.0
299,299,4656,92021,23,206,44,3530,2010,47279.0,106788.0,68911.0,2527.0,37004.0,7.921999999999998,0.3963460313892947,0.10544255908903624,0.8973322554567502,0.023477653926690496,0.026163835952537063,0.9010977389538696,0.001565176928446033,0.020579961505107974,7547.0,0.10951807403752667,0.07067273476420571,8.0,20.0
300,300,9964,92021,23,198,44,3510,2011,46747.0,107726.0,69101.0,2564.0,36517.0,7.934499999999999,0.3885969960826541,0.11115236804485454,0.8941289701636189,0.01987293302243994,0.02222602519947804,0.9063255396068196,0.0014118553062228592,0.021413138811046697,7426.0,0.10746588327231156,0.06893414774520543,-10.0,600.0
301,301,15272,92021,23,208,23,2910,2012,47343.0,109826.0,70422.0,2659.0,36904.0,7.996899999999999,0.38880592937919983,0.11251434086646148,0.9190325972660356,0.018461018524385864,0.02008744692985236,0.8892761337473333,0.0027459180871512155,0.021756120228967325,7902.0,0.1122092527903212,0.07195017573252235,-6.0,-330.0
302,302,20580,92021,23,214,23,3240,2013,46749.0,111313.0,71663.0,2655.0,36709.0,8.0702,0.3823362949520721,0.11567382066784652,0.8860759493670886,0.020963015251663136,0.023658260069734108,0.8826712870863548,0.002459945667287001,0.017048493015893392,7896.0,0.11018238142416588,0.07093511090348836,16.0,10.0
303,303,25888,92021,23,198,23,3230,2014,48526.0,114353.0,73813.0,2714.0,37226.0,8.027800000000001,0.3732652400898971,0.11815168819357605,0.8506069094304388,0.018773441041915674,0.02207064254214236,0.894881094670898,0.002637761200181346,0.016238717388616413,8313.0,0.11262243778196253,0.07269595025928485,-11.0,-420.0
304,304,31196,92021,23,209,23,3650,2015,49325.0,116060.0,75133.0,2746.0,37779.0,8.0831,0.3662932965707393,0.12207478890229193,0.7598425196850394,0.019564115560060817,0.02574759249873289,0.8869741510390269,0.0027572225038013176,0.017131272174353774,8952.0,0.11914870962160436,0.07713251766327761,-15.0,-80.0
305,305,36504,92021,23,224,23,3730,2016,50711.0,115820.0,76720.0,2731.0,38236.0,8.325800000000001,0.37240545674322223,0.12686927991711275,0.7896138482023968,0.023387430734949026,0.02961882037427777,0.8816035968527538,0.0030170968823332216,0.020291455502750886,9512.0,0.12398331595411888,0.08212743912968401,-3.0,660.0
306,306,41812,92021,23,227,23,3070,2017,52343.0,118505.0,78174.0,2652.0,38170.0,8.278800000000002,0.36930087338087,0.12989325344922156,0.8205489092188599,0.02227614007603691,0.0271478516707105,0.8983436180578109,0.002158836902737711,0.016793076438110156,9876.0,0.12633356358891706,0.08333825576979874,0.0,0.0
307,307,4657,92024,54,416,62,6650,2010,41056.0,85476.0,59892.0,2380.0,32367.0,7.849,0.3862136740137582,0.11771725396602555,0.43089430894308944,0.009036438035853469,0.02097135619641465,0.8311087295401403,0.012568199532346063,0.02116621200311769,20704.0,0.3456889066987244,0.2422200383733445,-12.0,-330.0
308,308,9965,92024,54,428,62,6980,2011,41110.0,87215.0,60817.0,2359.0,32747.0,7.724,0.3796250644957863,0.11711288195837873,0.4445768772348033,0.009073218195086354,0.02040865969350523,0.8303332522500608,0.0138652396010703,0.017976161517878862,20899.0,0.3436374697864084,0.2396262110875423,-13.0,120.0
309,309,15273,92024,54,441,62,6860,2012,40669.0,88432.0,61784.0,2416.0,32849.0,7.7613,0.3743102044508776,0.125746336167903,0.3427800269905533,0.00624554328849984,0.01822026605030859,0.8343455703361282,0.012392731564582359,0.016326932061275168,21016.0,0.3401527903664379,0.23765152885833185,-14.0,-100.0
