,zipcode,geo_id,year,maxNaics_est,y_pred,Naics_score,pedestrian_scaled,vehicle_scaled,sentiment_score,ratings,centroid,geometry,estabratio,final_score
257,97216,41051008201,2017,62,62,10,2.791274366794854,5.0,0.8284999999999999,4.0,POINT (-122.5583462101031 45.51189344071455),"MULTIPOLYGON (((-122.5668256661286 45.52269010306612, -122.5635946594505 45.52259611461233, -122.5582886495688 45.52263613371989, -122.5584436222026 45.51768212930347, -122.549180577501 45.5128381584652, -122.548084568252 45.51155616130944, -122.548007526976 45.5041921555338, -122.5528085363445 45.50423013866283, -122.5595615497595 45.50432611496286, -122.5659435625226 45.50443209257151, -122.5656415812736 45.50789409623049, -122.5656815974668 45.51078109825305, -122.5656316222587 45.51523910177283, -122.5651686386548 45.51833410574991, -122.5652056426778 45.51904210614959, -122.5668616459553 45.51906410023618, -122.5668256661286 45.52269010306612)))",1.5706482936545993,7.443206972445984
305,97233,41051009302,2017,62,62,10,2.791274366794854,2.8132729408915518,2.269666666666667,5.0,POINT (-122.5235723761713 45.52810449122913),"MULTIPOLYGON (((-122.5377476308519 45.52628821072537, -122.5376346713135 45.5335692174213, -122.5275436518212 45.53351725410417, -122.5272126511914 45.53351725530889, -122.5244926462559 45.53356026524819, -122.5168996325119 45.53368629300487, -122.5104886201339 45.53365431631195, -122.5090076174499 45.53367832172662, -122.5083195953479 45.52995932057602, -122.510585580088 45.52645830895272, -122.5106515569565 45.52229830466529, -122.5169075695475 45.52241928229572, -122.5183765724066 45.52243027702572, -122.5209505768896 45.52235526770344, -122.5260995874112 45.52248324931312, -122.527507589763 45.52242424419828, -122.5325445999426 45.52252922618541, -122.5377656096624 45.52248920738153, -122.5377476308519 45.52628821072537)))",1.0022756414570062,7.346612189480025
224,97213,41051001701,2017,62,62,10,2.791274366794854,2.8132729408915518,1.751625,5.0,POINT (-122.5866174322768 45.52753737825672),"MULTIPOLYGON (((-122.5964807536804 45.52826099991582, -122.5964297658607 45.53046200147491, -122.5944007616307 45.53039600879281, -122.5928257721109 45.53281201604952, -122.5935307780659 45.5336390140118, -122.5891967805421 45.53556103104506, -122.5871667782924 45.53585003864181, -122.5855347750368 45.53582304457915, -122.5790367510609 45.53374206684378, -122.5790287390697 45.53159606538083, -122.5790367101884 45.5264180617518, -122.579054689898 45.52277605915498, -122.5790446695041 45.51912505665272, -122.5852476815996 45.51917503447248, -122.5868436856108 45.51934902887212, -122.5881346939283 45.52039902493887, -122.5918997105781 45.52209801252876, -122.5937297197869 45.52312400660519, -122.5943607266339 45.52413600497575, -122.5944737398522 45.52646700604306, -122.5986187477662 45.52647099107799, -122.5964807536804 45.52826099991582)))",1.3369530339727345,7.290192412818197
225,97215,41051001701,2017,62,62,10,2.791274366794854,2.8132729408915518,1.751625,5.0,POINT (-122.5866174322768 45.52753737825672),"MULTIPOLYGON (((-122.5964807536804 45.52826099991582, -122.5964297658607 45.53046200147491, -122.5944007616307 45.53039600879281, -122.5928257721109 45.53281201604952, -122.5935307780659 45.5336390140118, -122.5891967805421 45.53556103104506, -122.5871667782924 45.53585003864181, -122.5855347750368 45.53582304457915, -122.5790367510609 45.53374206684378, -122.5790287390697 45.53159606538083, -122.5790367101884 45.5264180617518, -122.579054689898 45.52277605915498, -122.5790446695041 45.51912505665272, -122.5852476815996 45.51917503447248, -122.5868436856108 45.51934902887212, -122.5881346939283 45.52039902493887, -122.5918997105781 45.52209801252876, -122.5937297197869 45.52312400660519, -122.5943607266339 45.52413600497575, -122.5944737398522 45.52646700604306, -122.5986187477662 45.52647099107799, -122.5964807536804 45.52826099991582)))",1.1810500343194124,7.242222259078714
227,97220,41051001701,2017,62,62,10,2.791274366794854,2.8132729408915518,1.751625,5.0,POINT (-122.5866174322768 45.52753737825672),"MULTIPOLYGON (((-122.5964807536804 45.52826099991582, -122.5964297658607 45.53046200147491, -122.5944007616307 45.53039600879281, -122.5928257721109 45.53281201604952, -122.5935307780659 45.5336390140118, -122.5891967805421 45.53556103104506, -122.5871667782924 45.53585003864181, -122.5855347750368 45.53582304457915, -122.5790367510609 45.53374206684378, -122.5790287390697 45.53159606538083, -122.5790367101884 45.5264180617518, -122.579054689898 45.52277605915498, -122.5790446695041 45.51912505665272, -122.5852476815996 45.51917503447248, -122.5868436856108 45.51934902887212, -122.5881346939283 45.52039902493887, -122.5918997105781 45.52209801252876, -122.5937297197869 45.52312400660519, -122.5943607266339 45.52413600497575, -122.5944737398522 45.52646700604306, -122.5986187477662 45.52647099107799, -122.5964807536804 45.52826099991582)))",1.0320396419414957,7.196372907577816
226,97216,41051001701,2017,62,62,10,2.791274366794854,2.8132729408915518,1.751625,5.0,POINT (-122.5866174322768 45.52753737825672),"MULTIPOLYGON (((-122.5964807536804 45.52826099991582, -122.5964297658607 45.53046200147491, -122.5944007616307 45.53039600879281, -122.5928257721109 45.53281201604952, -122.5935307780659 45.5336390140118, -122.5891967805421 45.53556103104506, -122.5871667782924 45.53585003864181, -122.5855347750368 45.53582304457915, -122.5790367510609 45.53374206684378, -122.5790287390697 45.53159606538083, -122.5790367101884 45.5264180617518, -122.579054689898 45.52277605915498, -122.5790446695041 45.51912505665272, -122.5852476815996 45.51917503447248, -122.5868436856108 45.51934902887212, -122.5881346939283 45.52039902493887, -122.5918997105781 45.52209801252876, -122.5937297197869 45.52312400660519, -122.5943607266339 45.52413600497575, -122.5944737398522 45.52646700604306, -122.5986187477662 45.52647099107799, -122.5964807536804 45.52826099991582)))",1.00681371096901,7.188611082663205
259,97216,41051008202,2017,62,62,10,2.791274366794854,4.750560694319142,0.0,4.166666666666667,POINT (-122.5457306354642 45.51486833556029),"MULTIPOLYGON (((-122.5582886495688 45.52263613371989, -122.5467476271538 45.52255817515, -122.5377656096624 45.52248920738153, -122.5376965653458 45.51458020080126, -122.5376475482409 45.51153519834628, -122.5376815067016 45.50408819179566, -122.548007526976 45.5041921555338, -122.548084568252 45.51155616130944, -122.549180577501 45.5128381584652, -122.5584436222026 45.51768212930347, -122.5582886495688 45.52263613371989)))",1.2844724329561734,7.07476128022672
260,97233,41051008202,2017,62,62,10,2.791274366794854,4.750560694319142,0.0,4.166666666666667,POINT (-122.5457306354642 45.51486833556029),"MULTIPOLYGON (((-122.5582886495688 45.52263613371989, -122.5467476271538 45.52255817515, -122.5377656096624 45.52248920738153, -122.5376965653458 45.51458020080126, -122.5376475482409 45.51153519834628, -122.5376815067016 45.50408819179566, -122.548007526976 45.5041921555338, -122.548084568252 45.51155616130944, -122.549180577501 45.5128381584652, -122.5584436222026 45.51768212930347, -122.5582886495688 45.52263613371989)))",1.1615705434474393,7.036945314224032
29,97030,41051010001,2017,62,62,10,2.791274366794854,2.8132729408915518,0.0,4.166666666666667,POINT (-122.4318922347888 45.50333254275802),"MULTIPOLYGON (((-122.4448413736532 45.51267355968938, -122.4401013590337 45.51137757811604, -122.4310983318059 45.50882761316797, -122.4210663050647 45.50660565287453, -122.4183072961059 45.50547466344598, -122.417318292066 45.50481766705953, -122.4138962754812 45.50169167899428, -122.4139012617524 45.49785166756573, -122.414494263017 45.49792966549112, -122.4210562740792 45.49800963879854, -122.4258062819495 45.49803061929813, -122.4291472871188 45.49794960514419, -122.4309372899847 45.49793159767904, -122.4325122912575 45.49759158964878, -122.4346092930613 45.49716957911684, -122.4382162987737 45.49712156406306, -122.4447713094565 45.49711253705779, -122.4449823400071 45.50453155243523, -122.4448413736532 45.51267355968938)))",2.9384773161556677,6.987597320156537
112,97215,41051001400,2017,62,62,10,4.751757061397692,1.5084892325963546,0.8162291666666667,4.125,POINT (-122.6176377672391 45.51142207538373),"MULTIPOLYGON (((-122.6230057541571 45.51928789930689, -122.6178007441805 45.5192769179442, -122.6177817289916 45.51655891655084, -122.6161467258597 45.51655592238728, -122.612564719018 45.5165529351758, -122.6123576933376 45.51201793337651, -122.6114916916145 45.51200493644541, -122.6113376731547 45.50874693515529, -122.6111226535079 45.50529693396773, -122.6161416629787 45.50527891626649, -122.6171176648177 45.5052749128241, -122.6195666667842 45.5047899039346, -122.6226536727048 45.50479589306273, -122.6227346950112 45.50876989483408, -122.6228227133955 45.5120378962128, -122.6229077261608 45.51429889707941, -122.6229307344879 45.51578489776538, -122.6230057541571 45.51928789930689)))",1.4460653019463783,6.968474080802182
