,zipcode,geo_id,year,maxNaics_est,y_pred,Naics_score,pedestrian_scaled,vehicle_scaled,sentiment_score,ratings,centroid,geometry,estabratio,final_score
103,97202,41051001102,2017,72,72,10,5.0,2.8736667790297714,1.593180327868853,4.19672131147541,POINT (-122.6560619158236 45.50859922955949),"MULTIPOLYGON (((-122.6628047907098 45.51223675425496, -122.653673773128 45.51220478668594, -122.6495997652906 45.51219180115551, -122.6493667648409 45.51219080198292, -122.6499297460283 45.50862079852983, -122.6494237239577 45.50483179877055, -122.6618667480103 45.5048897549546, -122.6618807576649 45.50661875552485, -122.6627587693399 45.50841475306245, -122.6628047907098 45.51223675425496)))",1.1223610175019647,7.626439826423385
187,97211,41051003401,2017,72,72,10,2.791274366794854,2.8132729408915518,1.5108333333333333,4.4275362318840585,POINT (-122.6682626976704 45.55862232608974),"MULTIPOLYGON (((-122.6754460555651 45.55548872245324, -122.6749410623155 45.55687372475914, -122.6749650946583 45.56267572643993, -122.6687380829805 45.56270174985104, -122.6614310692635 45.56272977732334, -122.6614830542882 45.56002277615347, -122.6615010492829 45.55911777576033, -122.6615360291913 45.55549777432699, -122.6615360239735 45.55456077398991, -122.6667520339551 45.55457375456349, -122.6680020362909 45.55456674990455, -122.6712030424166 45.55457473798256, -122.6755110508346 45.55461672194671, -122.6754460555651 45.55548872245324)))",1.1590264431397777,6.985213328013407
188,97217,41051003401,2017,72,72,10,2.791274366794854,2.8132729408915518,1.5108333333333333,4.4275362318840585,POINT (-122.6682626976704 45.55862232608974),"MULTIPOLYGON (((-122.6754460555651 45.55548872245324, -122.6749410623155 45.55687372475914, -122.6749650946583 45.56267572643993, -122.6687380829805 45.56270174985104, -122.6614310692635 45.56272977732334, -122.6614830542882 45.56002277615347, -122.6615010492829 45.55911777576033, -122.6615360291913 45.55549777432699, -122.6615360239735 45.55456077398991, -122.6667520339551 45.55457375456349, -122.6680020362909 45.55456674990455, -122.6712030424166 45.55457473798256, -122.6755110508346 45.55461672194671, -122.6754460555651 45.55548872245324)))",1.1585901033220347,6.9850790696079486
121,97203,41051004200,2017,72,72,10,2.791274366794854,2.8132729408915518,1.4970000000000003,4.0,POINT (-122.7614453871263 45.5913760630535),"MULTIPOLYGON (((-122.7771594584098 45.59796940131665, -122.770469467874 45.60074141271579, -122.7659974269115 45.5942174182201, -122.7667714365279 45.59579841731396, -122.7644214295386 45.59493942094591, -122.7605974345896 45.59646342739743, -122.7566134400557 45.59809843395362, -122.7533934193007 45.59491043891306, -122.747357402618 45.59336645470343, -122.74924638494 45.58954044735665, -122.7510403842378 45.5889914426636, -122.7561083437169 45.5809334333206, -122.764307375272 45.58531041924755, -122.7718374185491 45.59180140792548, -122.7771594584098 45.59796940131665)))",1.5678252307883045,6.975191550299911
140,97206,41051001500,2017,72,72,10,2.791274366794854,2.8132729408915518,1.8141041666666666,4.1875,POINT (-122.6068116185993 45.51111434714794),"MULTIPOLYGON (((-122.612564719018 45.5165529351758, -122.6078597100143 45.51654595197175, -122.6068187085327 45.51663595574119, -122.6019927000291 45.5167599730495, -122.6019926962757 45.51608697264443, -122.6016696357766 45.50534996732053, -122.6030996384813 45.50534596227724, -122.6060236439681 45.50532995196049, -122.6089906495258 45.50531194149141, -122.6111226535079 45.50529693396773, -122.6113376731547 45.50874693515529, -122.6114916916145 45.51200493644541, -122.6123576933376 45.51201793337651, -122.612564719018 45.5165529351758)))",1.0213510586973036,6.962308471707808
193,97211,41051003601,2017,72,72,10,2.791274366794854,2.8132729408915518,1.390486702127659,4.223404255319149,POINT (-122.6559165872216 45.57108789665396),"MULTIPOLYGON (((-122.6614030896692 45.56640377875229, -122.6613910998814 45.56824177945987, -122.661377109494 45.56997278013665, -122.6613571195296 45.57178178086451, -122.6613641342773 45.5744277817917, -122.6613451498165 45.57722478287241, -122.661335169048 45.58068178415705, -122.6614181717224 45.58113378400187, -122.6517591376527 45.57830481989748, -122.6501061283853 45.57720382576765, -122.6500731230756 45.57626182551083, -122.6500530985064 45.57185782379711, -122.6500510908659 45.57048682324744, -122.6500320793719 45.56842982248322, -122.650074047629 45.56271682000285, -122.6530960534055 45.56272380864771, -122.6551200572705 45.56272780104219, -122.6614310692635 45.56272977732334, -122.6614030896692 45.56640377875229)))",1.2564942631286735,6.9153638548498115
184,97211,41051003301,2017,72,72,10,2.791274366794854,2.8132729408915518,1.1319894736842104,4.0736842105263165,POINT (-122.6556188155447 45.55910718645044),"MULTIPOLYGON (((-122.6615010492829 45.55911777576033, -122.6614830542882 45.56002277615347, -122.6614310692635 45.56272977732334, -122.6551200572705 45.56272780104219, -122.6530960534055 45.56272380864771, -122.650074047629 45.56271682000285, -122.6496850468793 45.56271482146405, -122.649712026716 45.55908581988254, -122.6499100068443 45.55545081766175, -122.654673016026 45.55547479991052, -122.6556500178986 45.55547779626848, -122.6615360291913 45.55549777432699, -122.6615010492829 45.55911777576033)))",1.6412356578216838,6.9081405076057285
333,97266,41051000602,2017,72,72,10,2.791274366794854,2.8132729408915518,1.2697596153846153,4.038461538461538,POINT (-122.5719312738038 45.47473605104737),"MULTIPOLYGON (((-122.5790644457624 45.47586897447537, -122.5790414543322 45.47764397961336, -122.5790074631052 45.47946498491972, -122.5789464791622 45.48279799463096, -122.577444473762 45.48223199802231, -122.5748454660794 45.48159100483083, -122.5732654614299 45.48120300895918, -122.5686064465939 45.47981102033231, -122.5659734387183 45.4791220269956, -122.5634594309363 45.47840303314175, -122.5602604205056 45.47736704054529, -122.5581464148063 45.47693104616184, -122.5574164128864 45.47679004812646, -122.5557884086499 45.47648405252673, -122.5596374112263 45.47562103728792, -122.5639364092251 45.47363901729147, -122.5686304037784 45.47082299371986, -122.5790413899689 45.46437394176412, -122.5790404174199 45.47003395791101, -122.5790544370194 45.47406996937715, -122.5790644457624 45.47586897447537)))",1.2466714661547291,6.8182892085191655
185,97211,41051003302,2017,72,72,10,2.791274366794854,2.8132729408915518,1.3575277777777779,4.166666666666667,POINT (-122.6559554492013 45.55186926348304),"MULTIPOLYGON (((-122.6615360239735 45.55456077398991, -122.6615360291913 45.55549777432699, -122.6556500178986 45.55547779626848, -122.654673016026 45.55547479991052, -122.6499100068443 45.55545081766175, -122.6503290051225 45.55499881591616, -122.6503569946369 45.55310681504514, -122.6503959675788 45.54823581292707, -122.6557119777497 45.54824779326506, -122.658588983296 45.54826178262662, -122.6615859890314 45.54826877154139, -122.6615360239735 45.55456077398991)))",1.0239394645586761,6.81620960513524
180,97211,41051003100,2017,72,72,10,2.791274366794854,2.8132729408915518,1.3387235576923078,4.019230769230768,POINT (-122.6357698145393 45.55549452333128),"MULTIPOLYGON (((-122.6406459620566 45.55057085003571, -122.6390249547638 45.54981485570683, -122.6394219575464 45.55017885439926, -122.6401879620665 45.550728851805, -122.6403759638334 45.55098185122037, -122.6409709697334 45.55183784939205, -122.6409219764598 45.55306185011698, -122.6409539896305 45.55541485104141, -122.6409310098561 45.55905285274078, -122.6408580299645 45.56268685462697, -122.6359270206361 45.56269287316184, -122.6306560107234 45.56270989298012, -122.6306609901404 45.5590148911681, -122.6306619861186 45.55829289081399, -122.6306679698845 45.55537788937695, -122.6306729603808 45.55367088852996, -122.630675956842 45.55303488821018, -122.6306839402941 45.55006288673837, -122.6306919302053 45.54824988582909, -122.6390759460238 45.54822885480241, -122.6411059498544 45.54822384729025, -122.6406459620566 45.55057085003571)))",1.1675762519107333,6.809254734313912
