,vehicleCount_sum,assetUid,latitude,longitude,time
62,1358,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 19:00:00 2020
63,1347,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 18:00:00 2020
64,1104,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 17:00:00 2020
65,1100,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 16:00:00 2020
66,975,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 15:00:00 2020
67,897,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 14:00:00 2020
68,862,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 13:00:00 2020
69,1076,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 12:00:00 2020
70,1379,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 11:00:00 2020
71,1245,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 10:00:00 2020
72,518,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 09:00:00 2020
73,191,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 08:00:00 2020
74,57,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 07:00:00 2020
75,40,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 06:00:00 2020
76,36,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 05:00:00 2020
77,56,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 04:00:00 2020
78,103,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 03:00:00 2020
79,154,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 02:00:00 2020
80,229,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 01:00:00 2020
81,436,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Tue Jan 28 00:00:00 2020
82,514,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 23:00:00 2020
83,682,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 22:00:00 2020
84,1006,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 21:00:00 2020
85,1446,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 20:00:00 2020
86,1331,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 19:00:00 2020
87,1254,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 18:00:00 2020
88,1014,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 17:00:00 2020
89,1000,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 16:00:00 2020
90,1065,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 15:00:00 2020
91,975,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 14:00:00 2020
92,884,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 13:00:00 2020
93,906,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 12:00:00 2020
94,1043,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 11:00:00 2020
95,972,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 10:00:00 2020
96,469,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 09:00:00 2020
97,176,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 08:00:00 2020
98,79,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 07:00:00 2020
99,32,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 06:00:00 2020
100,56,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 05:00:00 2020
101,55,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 04:00:00 2020
102,115,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 03:00:00 2020
103,164,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 02:00:00 2020
104,243,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 01:00:00 2020
105,401,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Mon Jan 27 00:00:00 2020
106,509,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 23:00:00 2020
107,668,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 22:00:00 2020
108,851,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 21:00:00 2020
109,990,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 20:00:00 2020
110,1002,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 19:00:00 2020
111,1125,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 18:00:00 2020
112,1092,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 17:00:00 2020
113,1221,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 16:00:00 2020
114,1121,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 15:00:00 2020
115,897,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 14:00:00 2020
116,825,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 13:00:00 2020
117,592,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 12:00:00 2020
118,374,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 11:00:00 2020
119,166,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 10:00:00 2020
120,123,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 09:00:00 2020
121,79,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 08:00:00 2020
122,44,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 07:00:00 2020
123,52,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 06:00:00 2020
124,98,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 05:00:00 2020
125,158,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 04:00:00 2020
126,224,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 03:00:00 2020
127,302,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 02:00:00 2020
128,431,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 01:00:00 2020
129,568,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sun Jan 26 00:00:00 2020
130,646,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 23:00:00 2020
131,785,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 22:00:00 2020
132,980,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 21:00:00 2020
133,1109,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 20:00:00 2020
134,1241,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 19:00:00 2020
135,1266,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 18:00:00 2020
136,1314,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 17:00:00 2020
137,1238,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 16:00:00 2020
138,1269,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 15:00:00 2020
139,1171,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 14:00:00 2020
140,923,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 13:00:00 2020
141,828,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 12:00:00 2020
142,495,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 11:00:00 2020
143,234,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 10:00:00 2020
144,146,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 09:00:00 2020
145,90,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 08:00:00 2020
146,50,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 07:00:00 2020
147,58,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 06:00:00 2020
148,105,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 05:00:00 2020
149,137,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 04:00:00 2020
150,197,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 03:00:00 2020
151,315,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 02:00:00 2020
152,440,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 01:00:00 2020
153,610,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Sat Jan 25 00:00:00 2020
154,659,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 23:00:00 2020
155,871,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 22:00:00 2020
156,1220,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 21:00:00 2020
157,1434,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 20:00:00 2020
158,1395,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 19:00:00 2020
159,1418,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 18:00:00 2020
160,1263,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 17:00:00 2020
161,1223,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 16:00:00 2020
162,1105,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 15:00:00 2020
163,1024,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 14:00:00 2020
164,943,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 13:00:00 2020
165,946,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 12:00:00 2020
166,1231,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 11:00:00 2020
167,1007,01ec53e2-8464-4d0b-b0d4-76e1904d9af7,45.505296,-122.600155,Fri Jan 24 10:00:00 2020
168,507,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Fri Jan 31 09:00:00 2020
169,200,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Fri Jan 31 08:00:00 2020
170,68,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Fri Jan 31 07:00:00 2020
171,52,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Fri Jan 31 06:00:00 2020
172,54,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Fri Jan 31 05:00:00 2020
173,78,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Fri Jan 31 04:00:00 2020
174,127,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Fri Jan 31 03:00:00 2020
175,188,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Fri Jan 31 02:00:00 2020
176,342,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Fri Jan 31 01:00:00 2020
177,529,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Fri Jan 31 00:00:00 2020
178,658,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 23:00:00 2020
179,834,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 22:00:00 2020
180,1103,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 21:00:00 2020
181,1481,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 20:00:00 2020
182,1429,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 19:00:00 2020
183,1439,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 18:00:00 2020
184,1217,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 17:00:00 2020
185,1158,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 16:00:00 2020
186,1084,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 15:00:00 2020
187,1001,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 14:00:00 2020
188,933,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 13:00:00 2020
189,1012,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 12:00:00 2020
190,1413,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 11:00:00 2020
191,1092,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 10:00:00 2020
192,540,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 09:00:00 2020
193,226,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 08:00:00 2020
194,83,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 07:00:00 2020
195,39,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 06:00:00 2020
196,55,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 05:00:00 2020
197,73,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 04:00:00 2020
198,129,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 03:00:00 2020
199,174,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 02:00:00 2020
200,347,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 01:00:00 2020
201,520,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Thu Jan 30 00:00:00 2020
202,616,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 23:00:00 2020
203,780,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 22:00:00 2020
204,1047,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 21:00:00 2020
205,1491,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 20:00:00 2020
206,1403,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 19:00:00 2020
207,1381,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 18:00:00 2020
208,1164,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 17:00:00 2020
209,1134,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 16:00:00 2020
210,1089,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 15:00:00 2020
211,972,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 14:00:00 2020
212,870,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 13:00:00 2020
213,963,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 12:00:00 2020
214,1431,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 11:00:00 2020
215,1188,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 10:00:00 2020
216,515,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 09:00:00 2020
217,231,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 08:00:00 2020
218,74,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 07:00:00 2020
219,45,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 06:00:00 2020
220,56,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 05:00:00 2020
221,50,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 04:00:00 2020
222,123,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 03:00:00 2020
223,213,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 02:00:00 2020
224,297,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 01:00:00 2020
225,473,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Wed Jan 29 00:00:00 2020
226,615,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Tue Jan 28 23:00:00 2020
227,790,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Tue Jan 28 22:00:00 2020
228,1082,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Tue Jan 28 21:00:00 2020
229,1504,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Tue Jan 28 20:00:00 2020
230,1409,042dd578-df60-443d-866f-3b985f881449,45.505321,-122.585876,Tue Jan 28 19:00:00 2020
