,zipcode,geo_id,year,pop,households,income,edut,total_college,college_ratio,ratio_65,ratio_22_50,college_ratio_pop,bus_ratio,bus_ratio_total,public_ratio,car_ratio,bicy_ratio,walked_ratio,maxNaics_est,maxNaics_emp,Empratio,estabratio,emp_label,est_label
3904,97218,41051003000,2017,4986.0,177.0,1938.0,3791.0,1323.0,0.348984436824057,0.5116325711993582,0.12515042117930206,0.26534296028880866,0.9415584415584416,0.049879600963192286,0.052975576195390436,0.6828345373237014,0.09184726522187822,0.03508771929824561,42,72,175.25229357798167,9.846330275229358,Medium Low,Medium Low
3908,97218,41051003603,2017,1571.0,101.0,653.0,1256.0,375.0,0.29856687898089174,0.4735837046467218,0.14767663908338638,0.23870146403564607,0.7666666666666667,0.050716648291069456,0.06615214994487321,0.7398015435501654,0.05181918412348401,0.0,42,72,32.45412844036697,1.823394495412844,Low,Low
3912,97218,41051007300,2017,1531.0,32.0,213.0,1239.0,95.0,0.07667473769168684,0.6126714565643371,0.06923579359895493,0.062050947093403,0.0,0.0,0.07917888563049852,0.4662756598240469,0.0,0.2873900293255132,42,72,3375.2293577981654,189.63302752293572,High,High
3916,97218,41051007400,2017,4034.0,119.0,1370.0,2378.0,503.0,0.21152228763666947,0.3896876549330689,0.07114526524541398,0.12469013386217154,0.7677419354838709,0.07363861386138612,0.09591584158415843,0.7357673267326733,0.08044554455445545,0.03217821782178218,42,72,447.8669724770642,25.162844036697248,Medium Low,Medium Low
3920,97218,41051007500,2017,5582.0,162.0,1868.0,3920.0,944.0,0.24081632653061225,0.460408455750627,0.09888928699390899,0.16911501254030814,0.8648648648648649,0.1580246913580247,0.18271604938271604,0.6779541446208113,0.0345679012345679,0.03527336860670194,42,72,675.045871559633,37.92660550458715,Medium High,Medium High
3924,97218,41051007600,2017,3308.0,108.0,1294.0,2451.0,338.0,0.1379028967768258,0.43893591293833134,0.09189842805320436,0.10217654171704958,0.8952879581151832,0.10112359550561796,0.11295091661738615,0.7906564163217031,0.04849201655824957,0.014192785334121822,42,72,441.37614678899087,24.798165137614678,Medium Low,Medium Low
4019,97219,41051005900,2017,7857.0,262.0,4440.0,6745.0,2514.0,0.3727205337286879,0.5285732467863052,0.20644011709303808,0.31996945399007254,0.6455089820359281,0.11551650235747965,0.17895413630518645,0.5814402057436777,0.052293184740677234,0.08829832833261894,54,54,733.8141025641023,57.06089743589744,Medium High,Medium High
4020,97219,41051006002,2017,2294.0,164.0,975.0,1715.0,666.0,0.3883381924198251,0.3805579773321709,0.16303400174367916,0.2903225806451613,0.9477124183006536,0.11674718196457327,0.12318840579710146,0.7713365539452496,0.00966183574879227,0.03462157809983897,54,54,183.45352564102558,14.26522435897436,Medium Low,Medium Low
4021,97219,41051006200,2017,3248.0,129.0,1295.0,2513.0,1048.0,0.41703143653004376,0.4510467980295567,0.1296182266009852,0.3226600985221675,1.0,0.0781163434903047,0.0781163434903047,0.7379501385041551,0.05761772853185596,0.014958448753462602,54,54,241.38621794871798,18.77003205128205,Medium Low,Medium Low
4022,97219,41051006300,2017,5204.0,266.0,1603.0,2871.0,962.0,0.33507488679902475,0.2865103766333589,0.12317448116833205,0.1848578016910069,0.953125,0.07393939393939394,0.07757575757575758,0.6949494949494951,0.016565656565656558,0.12404040404040405,54,54,270.3525641025641,21.02243589743589,Medium Low,Medium Low
4023,97219,41051006402,2017,5992.0,136.0,2069.0,4156.0,1780.0,0.42829643888354185,0.33311081441922563,0.102803738317757,0.2970627503337784,1.0,0.04304729538374398,0.04304729538374398,0.8184650240725007,0.02180685358255452,0.004531294250920419,54,54,28.96634615384616,2.2524038461538463,Low,Low
4024,97219,41051006403,2017,4026.0,151.0,1740.0,2794.0,876.0,0.31352899069434503,0.4225037257824143,0.13065076999503228,0.21758569299552907,1.0,0.10643444605708756,0.10643444605708756,0.7648766328011611,0.008708272859216255,0.014029995162070631,54,54,3022.155448717949,235.00080128205127,High,High
4025,97219,41051006404,2017,3584.0,189.0,1715.0,2905.0,1038.0,0.35731497418244407,0.3825334821428572,0.20563616071428573,0.2896205357142857,0.8375,0.034823284823284825,0.04158004158004158,0.8279625779625779,0.004677754677754678,0.033264033264033266,54,54,251.04166666666663,19.52083333333333,Medium Low,Medium Low
4026,97219,41051006501,2017,6039.0,150.0,2345.0,4274.0,1586.0,0.3710809546092653,0.34144725948004634,0.1503560192084782,0.26262626262626265,1.0,0.04380764163372858,0.04380764163372858,0.8129117259552042,0.0,0.004940711462450593,54,54,125.52083333333331,9.760416666666666,Low,Medium Low
4027,97219,41051006502,2017,4438.0,117.0,2080.0,3386.0,1105.0,0.32634376845835794,0.5105903560162235,0.09238395673726904,0.24898602974312753,0.9705215419501134,0.16660179057999222,0.17166212534059944,0.7337485402880498,0.011288439081354613,0.012456208641494744,54,54,3784.935897435897,294.31410256410254,High,High
4028,97219,41051006601,2017,2557.0,117.0,1098.0,2014.0,775.0,0.38480635551142006,0.3375048885412593,0.2252639812280016,0.3030895580758702,1.0,0.022029897718332025,0.022029897718332025,0.8017309205350118,0.01809598741148702,0.011014948859166013,54,54,270.3525641025641,21.02243589743589,Medium Low,Medium Low
4029,97219,41051006602,2017,5667.0,135.0,2449.0,4031.0,1539.0,0.3817911188290747,0.4490912299276513,0.11399329451208752,0.27157226045526733,0.8869346733668342,0.11281559603707254,0.12719718759987214,0.7785234899328859,0.010546500479386385,0.042505592841163314,54,54,2935.2564102564093,228.2435897435897,High,High
4030,97219,41051006701,2017,3295.0,136.0,1348.0,2286.0,832.0,0.36395450568678916,0.3760242792109256,0.19484066767830047,0.2525037936267071,1.0,0.025806451612903226,0.025806451612903226,0.787741935483871,0.03225806451612903,0.03935483870967742,54,54,9.655448717948717,0.7508012820512819,Low,Low
4031,97219,41051006702,2017,3505.0,138.0,1445.0,2436.0,656.0,0.26929392446633826,0.4105563480741797,0.1492154065620542,0.18716119828815977,1.0,0.07116104868913857,0.07116104868913857,0.7240948813982522,0.07677902621722846,0.05118601747815231,54,54,183.45352564102558,14.26522435897436,Medium Low,Medium Low
4130,97220,41051001701,2017,7031.0,155.0,2863.0,5238.0,1903.0,0.36330660557464683,0.5434504337932016,0.0826340492106386,0.27065851230265964,0.8029315960912052,0.11794258373205742,0.14688995215311004,0.7074162679425837,0.08397129186602871,0.030622009569377988,62,72,193.25650118203308,9.55614657210402,Medium Low,Medium Low
4131,97220,41051001702,2017,4157.0,137.0,1527.0,2955.0,680.0,0.23011844331641285,0.4457541496271349,0.1039210969449122,0.16357950445032476,0.5444444444444444,0.07212953876349362,0.1324828263002944,0.7144259077526988,0.03532875368007851,0.0534838076545633,62,72,325.48463356973997,16.094562647754138,Medium Low,Medium Low
4132,97220,41051002901,2017,4432.0,172.0,1997.0,3559.0,1012.0,0.28434953638662547,0.4713447653429602,0.13492779783393502,0.2283393501805054,0.8021978021978022,0.05407407407407407,0.0674074074074074,0.7914814814814815,0.02962962962962963,0.017037037037037038,62,72,20.342789598108748,1.0059101654846336,Low,Low
4133,97220,41051002902,2017,5504.0,139.0,2468.0,4206.0,1261.0,0.29980979553019493,0.467296511627907,0.11537063953488373,0.2291061046511628,0.7616926503340757,0.10829639012032932,0.14217859404686511,0.6614946168461051,0.07694743508549715,0.0,62,72,203.42789598108746,10.059101654846335,Medium Low,Medium Low
4134,97220,41051002903,2017,5825.0,116.0,2104.0,4152.0,975.0,0.23482658959537572,0.43261802575107294,0.15416309012875534,0.16738197424892703,0.4659498207885305,0.04487400759406282,0.09630652399033483,0.7973765964791163,0.047290300310666215,0.030376251294442526,62,72,1281.5957446808507,63.3723404255319,High,Medium High
4135,97220,41051007300,2017,1531.0,32.0,213.0,1239.0,95.0,0.07667473769168684,0.6126714565643371,0.06923579359895493,0.062050947093403,0.0,0.0,0.07917888563049852,0.4662756598240469,0.0,0.2873900293255132,62,72,7231.86170212766,357.6010638297873,High,High
4136,97220,41051007600,2017,3308.0,108.0,1294.0,2451.0,338.0,0.1379028967768258,0.43893591293833134,0.09189842805320436,0.10217654171704958,0.8952879581151832,0.10112359550561796,0.11295091661738615,0.7906564163217031,0.04849201655824957,0.014192785334121822,62,72,50.856973995271865,2.514775413711584,Low,Low
4137,97220,41051007700,2017,2403.0,108.0,822.0,1757.0,264.0,0.15025611838360842,0.4456928838951311,0.08531002913025383,0.10986267166042447,0.27835051546391754,0.021428571428571432,0.07698412698412699,0.8214285714285714,0.012698412698412698,0.011904761904761904,62,72,1006.968085106383,49.79255319148936,Medium High,Medium High
4138,97220,41051007800,2017,2198.0,198.0,773.0,1525.0,310.0,0.20327868852459016,0.4526842584167425,0.08780709736123747,0.1410373066424022,0.7119565217391305,0.12163416898792945,0.17084493964716807,0.7604456824512534,0.012999071494893221,0.0027855153203342627,62,72,478.0555555555555,23.63888888888889,Medium Low,Medium Low
4139,97220,41051007900,2017,4430.0,161.0,1792.0,3220.0,681.0,0.21149068322981365,0.48103837471783295,0.1164785553047404,0.15372460496613996,0.6225165562913907,0.08156182212581345,0.13101952277657267,0.7535791757049891,0.009544468546637744,0.031236442516268982,62,72,1607.0803782505911,79.46690307328605,High,High
4140,97220,41051008001,2017,3340.0,113.0,1381.0,2548.0,405.0,0.15894819466248036,0.4470059880239521,0.17035928143712575,0.12125748502994012,0.3524590163934426,0.02610807528840316,0.07407407407407407,0.8506375227686703,0.009714632665452338,0.022465088038858532,62,72,905.2541371158393,44.7630023640662,Medium High,Medium High
4141,97220,41051008002,2017,3285.0,104.0,1188.0,2351.0,399.0,0.169715014887282,0.4033485540334855,0.17290715372907153,0.12146118721461187,0.913907284768212,0.08657465495608532,0.0947302383939774,0.7296110414052698,0.006900878293601004,0.03638644918444167,62,72,549.2553191489361,27.159574468085108,Medium High,Medium Low
4142,97220,41051008100,2017,7553.0,148.0,3037.0,5278.0,849.0,0.16085638499431604,0.4178472130279359,0.15305176750959884,0.1124056666225341,0.5276872964169381,0.09619952494061758,0.1823040380047506,0.6383610451306413,0.04928741092636578,0.06680522565320665,62,72,3336.2174940898344,164.9692671394799,High,High
4143,97220,41051009502,2017,3853.0,147.0,1586.0,2746.0,472.0,0.17188638018936636,0.36023877498053464,0.1536465092135998,0.1225019465351674,0.7412935323383084,0.07938199254128929,0.10708577517314864,0.7975492807671817,0.004794885455514118,0.0053276505061267965,62,72,20.342789598108748,1.0059101654846336,Low,Low
4186,97221,41051004601,2017,3017.0,178.0,1481.0,2538.0,1004.0,0.3955870764381403,0.3258203513423931,0.25588332780908185,0.33278090818694067,0.7171717171717171,0.04308252427184466,0.06007281553398058,0.6377427184466019,0.04247572815533982,0.10679611650485436,54,62,14.20911528150134,1.3351206434316354,Low,Low
4187,97221,41051006701,2017,3295.0,136.0,1348.0,2286.0,832.0,0.36395450568678916,0.3760242792109256,0.19484066767830047,0.2525037936267071,1.0,0.025806451612903226,0.025806451612903226,0.787741935483871,0.03225806451612903,0.03935483870967742,54,62,312.60053619302954,29.372654155495976,Medium Low,Medium High
4188,97221,41051006702,2017,3505.0,138.0,1445.0,2436.0,656.0,0.26929392446633826,0.4105563480741797,0.1492154065620542,0.18716119828815977,1.0,0.07116104868913857,0.07116104868913857,0.7240948813982522,0.07677902621722846,0.05118601747815231,54,62,63.94101876675603,6.008042895442357,Low,Low
4189,97221,41051006801,2017,2411.0,103.0,1104.0,1781.0,597.0,0.3352049410443571,0.3056822895064289,0.21360431356283704,0.2476150974699295,1.0,0.025830258302583026,0.025830258302583026,0.7472324723247232,0.023985239852398525,0.06918819188191883,54,62,213.1367292225201,20.02680965147453,Medium Low,Medium Low
4190,97221,41051006802,2017,3507.0,145.0,1441.0,2540.0,734.0,0.2889763779527559,0.31223267750213857,0.1568291987453664,0.20929569432563444,1.0,0.05835866261398176,0.05835866261398176,0.7787234042553192,0.027963525835866258,0.006686930091185411,54,62,206.03217158176946,19.35924932975871,Medium Low,Medium Low
4191,97221,41051006900,2017,2826.0,117.0,1136.0,2061.0,806.0,0.391072295002426,0.30927105449398445,0.1751592356687898,0.28520877565463554,0.2857142857142857,0.006765899864682003,0.02368064952638701,0.7591339648173207,0.007442489851150203,0.04059539918809202,54,62,1754.8257372654157,164.887399463807,High,High
4213,97222,41051000200,2017,6458.0,161.0,3065.0,5026.0,1740.0,0.34619976124154395,0.4727469804893156,0.1421492722205017,0.2694332610715392,0.8482758620689655,0.07917605407145156,0.09333762471837784,0.6459607338268426,0.1174766655938204,0.026713871902156426,62,62,59.52575633687653,3.282910874897792,Low,Low
